name,city,address,website,email,phone,fax,employees,year_founded,net_assets,net_assets_currency,net_assets_year
PROVERTHA Connectors Cables & Solutions GmbH,Pforzheim,Westring 9 75180 Pforzheim Deutschland,www.d-sub.de,service@provertha.com,+4972317740,+49723177444,,,,,
ProXES GmbH,Hameln,Stephanplatz 2 31789 Hameln Deutschland,www.proxes-group.com,info@proxes-group.com,+495151583101,+495151583189,,,,,
Proxia Software AG,Ebersberg,Anzinger Str. 5 85560 Ebersberg Deutschland,www.proxia.com,info@proxia.com,+49809223230,+4980922323300,,,,,
Prüftechnik Schneider & Koch Ingenieurgesellschaft mbH,Bremen,Universitätsallee 22 28359 Bremen Deutschland,www.prueftechnik-sk.de,info@prueftechnik-sk.de,+494212230030,+49215455,,,,,
psb intralogistics GmbH,Pirmasens,Blocksbergstr. 145 66955 Pirmasens Deutschland,www.psb-gmbh.de,info@psb-gmbh.de,+4963317170,+496331717199,,,,,
PSG Plastic-Service GmbH,Viernheim,Voltastr. 2 68519 Viernheim Deutschland,www.psg-online.de,info@psg-online.de,+4962171620,+496204606940,,,,,
PSG Procurement Services GmbH,Lohmar,Haus Sülz 6 53797 Lohmar Deutschland,www.info@psg-procurement.com,info@psg-procurement.com,+49220592780,+4922059278107,,,,,
PSI AG,Berlin,Dircksenstr. 42 -44 10178 Berlin Deutschland,www.psi.de,info@psi-production.de,+493028012400,+493028012401,,,,,
PSK Ingenieurgesellschaft mbH,Erfurt,Gustav-Tauschek-Str. 6 99099 Erfurt Deutschland,www.psk-weimar.com/de,info@psk-weimar.com,+493616002450,,,,,,
PTC Parametric Technology GmbH,Unterschleißheim,Edisonstr. 8 85716 Unterschleißheim Deutschland,www.ptc.com/de,mureception@ptc.com,+4989321060,+498932106150,,,,,
PTR HARTMANN GmbH,Werne,Gewerbehof 38 59368 Werne Deutschland,www.ptr.eu,info@ptr.eu,+49238979880,+492389798888,,,,,
PULS GmbH,München,Elektrastr. 6 81925 München Deutschland,www.pulspower.com,info@pulspower.com,+498992780,+49899278199,,,,,
Pulsar Photonics GmbH,Herzogenrath,Kaiserstr. 100 52134 Herzogenrath Deutschland,www.pulsar-photonics.de,info@pulsar-photonics.de,+4924075555521,+4924075555510,,,,,
"Pumpen-Center ""SKM"" GmbH",Wiesbaden,Hüttenstr. 8 65201 Wiesbaden Deutschland,www.pumpen-center.de,info@pumpen-center.de,+49611928220,+496119282220,,,,,
Pumpenfabrik Wangen GmbH,Wangen,Simoniusstr. 17 88239 Wangen Deutschland,www.wangen.com,mail@wangen.com,+4975229970,+497522997199,,,,,
Puretecs GmbH,Owen,Fabrikstr. 18 73277 Owen Deutschland,www.puretecs.de,info@puretecs.de,+4970218608838,,,,,,
PVA Global Headquarters,Halfmoon,Six Corporate Drive 12065 Halfmoon USA,www.pva.net,info@pva.net,+15183712684,+15183712688,,,,,
PVCstreifen.de Online-Shop EFD GmbH,Düsseldorf,Alt-Heerdt 104 A 40549 Düsseldorf Deutschland,www.pvcstreifen.de,info@pvcstreifen.de,+4921193670265,+4921193670263,,,,,
PWB encoders GmbH,Eisenach,Am Goldberg 2 99817 Eisenach Deutschland,www.pwb-encoders.com,info@pwb-encoders.com,+493691725800,+4936917258029,,,,,
Pyramid Computer GmbH,Freiburg,Bötzinger Str. 60 79111 Freiburg Deutschland,www.pyramid.de,sales@pyramid.de,+4976145140,+49761451470,,,,,
Q-DAS GmbH,Weinheim,Eisleber Str. 2 69469 Weinheim Deutschland,www.q-das.de,q-das@q-das.de,+49620139410,+496201394124,,,,,
Quality Engineering,Leinfelden-Echterdingen,Konradin-Verlag Robert Kohlhammer GmbH Ernst-Mey-Str. 8 70771 Leinfelden-Echterdingen,www.quality-engineering.industrie.de/,media.industrie.de,+497117495552,,,,,,
QUANTITEC GmbH,Hofheim,Elisabethenstr. 3 a 65719 Hofheim Deutschland,www.quantitec.de,contact@intranav.com,+49619247011171,+49619247011179,,,,,
Qube Solutions UG (haftungsbeschränkt),Eningen,Arbachtalstr. 6 72800 Eningen Deutschland,www.qube-solutions.de,info@qube-solutions.de,+4971218806920,,,,,,
R + B Filter GmbH,Langenbrettach,Bössingerstr. 34 74243 Langenbrettach Deutschland,www.rb-filter.de,info@rb-filter.de,+49794691270,+497946912739,,,,,
R + L Hydraulics GmbH,Werdohl,Friedrichstr. 6 58791 Werdohl Deutschland,www.rl-hydraulics.com,info@rl-hydraulics.com,+4923925090,+492392509509,,,,,
R + W Antriebselemente GmbH,Wörth am Main,Hattsteinstr. 4 63939 Wörth am Main Deutschland,www.rw-kupplungen.de,info@rw-antriebselemente.de,+49937298640,+499372986420,,,,,
r-tec IT Security GmbH,Wuppertal,Hatzfelder Str. 167 42281 Wuppertal Deutschland,www.r-tec.net/home.html,vertrieb@r-tec.net,+49202317670,,,,,,
R. Leimbach GmbH,Mayen,Conder Str. 29 56727 Mayen Deutschland,www.leimbach-innovation.de,info@leimbach-innovation.de,+4926517401,,,,,,
R. STAHL HMI Systems GmbH,Köln,Adolf-Grimme-Allee 8 50829 Köln Deutschland,www.stahl-hmi.de,office@stahl-hmi.de,+49221768061000,+4959808260,,,,,
R. Stahl Schaltgeräte GmbH,Waldenburg,Am Bahnhof 30 74638 Waldenburg Deutschland,www.stahl.de,info@stahl.de,+4979429430,+4979429434333,,,,,
RAJAPACK GmbH,Ettlingen,Carl-Metz-Str. 12 76275 Ettlingen Deutschland,www.rajapack.de,info@rajapack.de,+498002077000,+498002077010,,,,,
Rala GmbH & Co. KG,Ludwigshafen,Maudacher Str. 109 67065 Ludwigshafen Deutschland,www.rala.de,info@rala.de,+4962157010,+496215701222,300,1889,75000000,€,
RAMPF Holding GmbH & Co.KG,Grafenberg,Albstr. 37 72661 Grafenberg Deutschland,www.rampf-gruppe.de,Finance.grafenberg@rampf-group.com,+49712393420,+49712393422050,,,,,
RAPS GmbH & Co. KG,Kulmbach,Adalbert-Raps-Str. 1 95326 Kulmbach Deutschland,www.raps.de,info@raps.de,+4992218070,+499221807100,,,,,
Herbert O. Rau KG Giesserei-Vertretungen,Stuttgart,Untere Waldplätze 12 70569 Stuttgart Deutschland,www.boha-hor.de,info@boha-hor.de,+497116875070,+497116875080,,,,,
Rauscher GmbH,Olching,Johann-G.-Gutenberg-Str. 20 82140 Olching Deutschland,www.rauscher.de,rauscher@rauscher.de,+49814249045,+49814249053,,,,,
RAVAS Europe BV,Zaltbommel,Toepadweg 7 5300 CA Zaltbommel Niederlande,www.ravas.com,,+31418515220,+31418515320,,,,,
rbc-Fördertechnik GmbH,Bad Camberg,Dieselstr. 5 65520 Bad Camberg Deutschland,www.rbc-robotics.de,info@rbc-foerdertechnik.de,+496434207910,+4964343183,,,,,
RCT Reichelt Chemietechnik GmbH + Co.,Heidelberg,Englerstr. 18 69126 Heidelberg Deutschland,www.rct-online.de,info@rct-online.de,+49622131250,+496221312510,,,,,
REA Elektronik GmbH,Mühltal,Teichwiesenstr. 1 64367 Mühltal Deutschland,www.rea-elektronik.net,REAinfo@rea.de,+4961546380,+496154638195,,,,,
Recendt GmbH Research Center for Non Destructive Testing,Linz,Altenberger Str. 69 4040 Linz Österreich,www.recendt.at,office@recendt.at,+4373224684600,+4373224684606,,,,,
Redex GmbH,Marsberg,Schillerstr. 16 34431 Marsberg Deutschland,www.redex-andantex.com,info@redex-andantex.de,+4929925869,+4929925884,,,,,
Reel Company GmbH,Ansbach,Am Reiterzentrum 4 91522 Ansbach Deutschland,www.reelcompany.com,info@reelcompany.com,+499816921,+4998165521,,,,,
REEL Srl,Ponte di Nanto (VI),Via Riviera Berica 40/42 36024 Ponte di Nanto (VI) Italien,www.reel.it,sales@reel.it,+39444739711,,,,,,
Regiolux GmbH,Königsberg,Hellinger Str. 3 97486 Königsberg Deutschland,www.regiolux.de,info@regiolux.de,+499525890,+499525897,,,,,
Regloplas AG,St. Gallen,Flurhofstr. 158 9006 St. Gallen Schweiz,www.regloplas.com,info@regloplas.com,+41712825800,+41712825840,,,,,
REGO-FIX AG,TENNIKEN,Obermattweg 60 4456 TENNIKEN Schweiz,www.rego-fix.ch,rego-fix@rego-fix.ch,+41619761424,+41619761414,,,,,
REGUPOL BSW GmbH,Bad Berleburg,Am Hilgenacker 24 57319 Bad Berleburg Deutschland,www.regupol.com,,+4927518030,+492751803109,,,,,
Rehm Thermal Systems GmbH,Blaubeuren,Leinenstr. 7 89143 Blaubeuren Deutschland,www.rehm-group.com,info@rehm-group.com,+49734496060,+4973449606525,500,1990,,,
Reichhardt Elektronik GmbH,Lautertal,Eichelhainer Str. 18 36369 Lautertal Deutschland,www.reichhardt.com,elektronik@reichhardt.com,+49664596030,,,,,,
Reichle Technologiezentrum GmbH,Bissingen,Alte Weberei 6-8 73266 Bissingen Deutschland,www.reichle.de,info@reichle.de,+497023748310,+497023748334,,,,,
REIFF Technische Produkte GmbH,Reutlingen,Tübinger Str. 2-6 72762 Reutlingen Deutschland,www.reiff-gruppe.com,info@reiff-gruppe.com,+4971213230,+497121323376,820,1910,195000000,€,2019
Reiku GmbH,Wiehl,Robert-Bosch-Str. 3 51674 Wiehl Deutschland,www.reiku.de,info@reiku.de,+49226177002,+492261700124,,,,,
Reime Noris GmbH Gewindetechnologie,Feucht,Gugelhammerweg 11 90537 Feucht Deutschland,www.noris-reime.de,noris@noris-reime.de,+49912891160,+499128911610,,,,,
Reinhardt System- und Messelectronic GmbH,Dießen,Bergstr. 33 86911 Dießen Deutschland,www.reinhardt-testsystem.de,info@reinhardt-testsystem.de,+498196934100,+4981967005,,,,,
REINZ-Dichtungs-GmbH,Neu-Ulm,Reinzstr. 3-7 89233 Neu-Ulm Deutschland,www.reinz.com,reinz.info@dana.com,+4973170460,+497317046399,,,,,
Reishauer AG Diamant- und CBN Werkzeuge,Wallisellen,Industriestr. 36 8304 Wallisellen Schweiz,www.reishauer.com,harry.winter@reishauer.com,+41448322211,+41448322390,,,,,
relayr GmbH,Berlin,Bergmannstr. 102 /103 10961 Berlin Deutschland,www.relayr.io/de/,sales@relayr.io,+493020847375,,,,,,
relyon plasma GmbH,Regensburg,Osterhofener Str. 6 93055 Regensburg Deutschland,www.relyon-plasma.com,Info@relyon-plasma.com,+49941600980,+4994160098100,,,,,
REMA TIP TOP GmbH,Poing,Gruber Str. 65 85586 Poing Deutschland,www.tiptop.de,info@tiptop.de,+498121707100,+498121707349,,,,,
REMBE GmbH Safety+Control,Brilon,Gallbergweg 21 59929 Brilon Deutschland,www.rembe.de,hello@rembe.de,+49296174050,+49296150714,340,1973,,,
REMBE Kersting GmbH,Brilon,Zur Heide 35 59929 Brilon Deutschland,www.rembe-kersting.de,info@rembe-kersting.de,+4929617405301,+4929617405349,,,,,
REMIRA Group GmbH,Dortmund,Phoenixplatz 2 44263 Dortmund Deutschland,www.remira.de,mate@remira.de,+49231997820,+4923199782011,,,,,
Renesas Electronics Europe GmbH,Düsseldorf,Arcadiastr. 10 40472 Düsseldorf Deutschland,www.renesas.com,info.eu@renesas.com,+4921165030,+4921165031327,,,,,
Renishaw GmbH,Pliezhausen,Karl-Benz-Str. 12 72124 Pliezhausen Deutschland,www.renishaw.com,germany@renishaw.com,+4971279810,+49712788237,,,,,
Renner GmbH,Maulbronn,Glaitstr. 43 75433 Maulbronn Deutschland,www.renner-pumpen.de,info@renner-pumpen.de,+4970439510,+497043951199,,,,,
Renner GmbH,Günzburg,Hendrik-Lorentz-Str. 5 89312 Günzburg Deutschland,www.renner-etikettiermaschinen.de,info@renner-label.de,+49822136260,+498221362650,,,,,
Rentschler Reven GmbH,Sersheim,Ludwigstr. 16-18 74372 Sersheim Deutschland,www.reven.de/,info@reven.de,+4970423730,+49704237320,,,,,
Rero AG,Waldenburg,Hauptstr. 96 4437 Waldenburg Schweiz,www.rero-ag.ch/,info@rero-ag.ch,+41619659500,+41619659510,,,,,
Resato International BV,Assen,Duitslandlaan 1 9403 DL Assen Niederlande,www.resato.com,info@resato.com,+31505016877,+3162053055230,,,,,
Resinex Germany GmbH,Zwingenberg,Gernsheimer Str. 1 64673 Zwingenberg Deutschland,www.resinex.de,info@resinex.de,+49625177070,+4962517707150,,,,,
Resogoo oHG,Westerrönfeld,Rolandskoppel 15 24784 Westerrönfeld Deutschland,www.resogoo.com,post@resogoo.com,+494331438180,+4943314381828,,,,,
Rethink Robotics GmbH,Bochum,Industriestr. 38 c 44894 Bochum Deutschland,www.rethinkrobotics.com,info@rethinkrobotics.com,+49234622030,+492346220349,,,,,
Reusch Rechtsanwälte GbR,Berlin,Rosenthaler Str. 40-41 10178 Berlin,www.reuschlaw.de,info@reuschlaw.de,+493023328950,,,,,,
REXIO GmbH & Co. KG,Westerrönfeld,Resogoo oHG Rolandskoppel 15 24784 Westerrönfeld Deutschland,www.resogoo.com,post@resogoo.com,+494331438180,+4943314381828,,,,,
F. Reyher Nchfg. GmbH & Co.,Hamburg,Haferweg 1 22769 Hamburg Deutschland,www.reyher.de,mail@reyer.de,+4940853630,+494085363290,700,1887,320000000,€,
Rhein-Nadel Automation GmbH,Aachen,Reichsweg 19-23 52068 Aachen Deutschland,www.rna.de,info@rna.de,+492415109159,+492415109219,,,,,
Rheinmetall Automotive AG,Neckarsulm,Karl-Schmidt-Str. 2-8 74172 Neckarsulm Deutschland,www.rheinmetall-automotive.com,info@kspg.com,+497132330,+497132332796,,,,,
Rhenus SE & Co. KG,Holzwickede,Rhenus Platz 1 59439 Holzwickede Deutschland,www.rhenus.com,kontakt@rhenus.de,+492301290,+492301291357,,,,,
Rhenus Lub GmbH & Co. KG,Mönchengladbach,Hamburgring 45 41179 Mönchengladbach Deutschland,www.rhenuslub.com,vertrieb@rhenuslub.com,+49216158690,+492161586993,,,,,
Richard Chambers GmbH,Kirchheim,Dahlienweg 14 85551 Kirchheim Deutschland,www.derpowerboss.de,chambers@qmi.de,+49899035638,+49899044541,,,,,
Richard Wöhr GmbH,Höfen,Gräfenau 58- 60 75339 Höfen Deutschland,www.woehrgmbh.de,richard@woehrgmbh.de,+49708195400,+497081954090,,,,,
Richard Wolf GmbH,Knittlingen,Pforzheimer Str. 32 75438 Knittlingen Deutschland,www.richard-wolf.com,info@richard-wolf.com,+497043350,+49704335300,,,,,
Richter Elektrotechnik GmbH & Co. KG,Niederdreisbach,Alter Weg 1 57520 Niederdreisbach Deutschland,www.richter-elektrotechnik.de,info@richter-elektrotechnik.de,+492743910660,+4927439106623,,,,,
Richter Chemie-Technik GmbH,Kempen,Otto-Schott-Str. 2 47906 Kempen Deutschland,www.richter-ct.com,richter-info@idexcorp.com,+4921521460,+492152146190,,,,,
Rico Sicherheitstechnik AG,Herisau,St. Gallerstr. 26 9100 Herisau Schweiz,www.rico.ch,info@rico.ch,+41713511051,+41713511052,,,,,
Riedel GmbH,Eschbach,Staufener Str. 2 79427 Eschbach Deutschland,www.riedel-schmierstoffe.de,info@riedel-schmierstoffe.de,+4976645099000,+49766450990099,,,,,
Wirthwein Medical GmbH & Co. KG,Mühltal,Bahnhofstr. 80 64367 Mühltal Deutschland,www.wirthwein-medical.com,info@wirthwein-medical.com,+4961519190,+496151919161,,,,,
Ringhoffer Verzahnungstechnik GmbH & Co. KG,Kohlberg,Erscheckweg 8 72664 Kohlberg Deutschland,www.ringhoffer.de,info@ringhoffer.de,+49702592050,+497025920529,,,,,
RINGSPANN GmbH,Bad Homburg,Schaberweg 30-34 61348 Bad Homburg Deutschland,www.ringspann.de,info@ringspann.de,+4961722750,+496172275275,,,,,
RITAG RITTERHUDER ARMATUREN GmbH & Co. Armaturenwerk KG,Osterholz-Scharmbeck,Sachsenring 30 27711 Osterholz-Scharmbeck Deutschland,www.ritag.com,contact@ritag.de,+494795550420,+49479555042850,,,,,
Rittal GmbH & Co. KG,Herborn,Auf dem Stützelberg 35745 Herborn Deutschland,www.rittal.com,info@rittal.de,+4927725050,+4927725052319,,,,,
RIVA GmbH Engineering,Backnang,Manfred-von-Ardenne-Allee 33 71522 Backnang Deutschland,www.rivagmbh.de,info@rivagmbh.de,+497191904380,+4971919043825,,,,,
RK ROSE + KRIEGER GmbH,Minden,Potsdamer Str. 9 32423 Minden Deutschland,www.rk-online.de,info@rk-online.de,+4957193350,+495719335119,,,,,
rlc packaging GmbH,Hannover,Andertensche Wiese 21 30169 Hannover Deutschland,www.rlc-packaging.com,rlc@rlc-packaging.com,+49511164990,,,,,,
ROB-HOLDING AG,Neulingen,Am Wolfsbaum 1 75245 Neulingen Deutschland,www.rob-group.com,info@rob-holding.com,+4972374301000,+4972374301099,,,,,
ROBATECH GmbH,Bad Camberg,Im Gründchen 2 65520 Bad Camberg Deutschland,www.robatech.de,info@robatech.de,+496434941160,+496434941122,,,,,
Robert Maier GmbH Werkzeug- und Maschinenbau,Vaihingen,Florianstr. 22 71665 Vaihingen Deutschland,www.romai.de,info@romai.de,+49704283210,+497042832122,,,,,
robodev GmbH,Karlsruhe,Steinhäuserstr. 5 76135 Karlsruhe Deutschland,www.robodev.eu,info@robodev.eu,+4972190988720,,,,,,
Robot System Products GmbH,Langenargen,Mühlstr. 10 88085 Langenargen Deutschland,www.robotsystemproducts.com,info@rsp.de.com,+49754398990,+4975439899999,,,,,
Robotation Academy GmbH,Hannover,Messegelände 36 30521 Hannover Deutschland,www.robotation.de,,+495118930379,+495118931144,,,,,
9. Robotics Kongress 2020,Hannover,Deutsche Messe Messegelände 30521 Hannover,,,,,,,,,
10. Robotics Kongress 2021,Hannover,Deutsche Messe Messegelände 30521 Hannover,,,,,,,,,
ROBU Glasfiltergeräte GmbH,Hattert,Schützenstr. 13 57644 Hattert Deutschland,www.robuglas.com,info@robuglas.com,+4926622060,+4926622060,,,,,
Röchling Industrial SE & Co. KG,Haren,Röchlingstr. 1 49733 Haren Deutschland,www.roechling-plastics.com,info@roechling-plastics.com,+4959347010,+495934701299,,,,,
Röchling Medical Neuhaus GmbH & Co. KG,Neuhaus,Waldweg 16 98724 Neuhaus Deutschland,www.roechling-medical.com/de/,zentrale.deneu@roechling.com,+493679726060,+493679726062050,,,,,
Rockwell Automation GmbH,Düsseldorf,Parsevalstr. 11 40468 Düsseldorf Deutschland,www.rockwellautomation.com,ragermany-info@ra.rockwell.com,+49211415530,+4921141553121,,,,,
Rodotec AG,STANS,Mühlebachstr. 5 6370 STANS Schweiz,www.rodotec.ch,info@rodotec.ch,+41416183344,+41416183340,,,,,
Rodriguez GmbH,Eschweiler,Ernst-Abbe-Str. 20 52249 Eschweiler Deutschland,www.rodriguez.de,info@rodriguez.de,+4924037800,+49240378060,,,,,
Rögelberg Getriebe GmbH & Co. KG,Meppen,Am Rögelberg 10 49716 Meppen Deutschland,www.roegelberg-getriebe.de,info@roegelberg-getriebe.de,+4959325070,+495932507101,,,,,
Rohde & Schwarz GmbH & Co. KG,München,Mühldorfstr. 15 81671 München Deutschland,www.rohde-schwarz.com,info@rohde-schwarz.com,+498941290,+4989412912164,,,,,
Röhm GmbH,Sontheim,Heinrich-Röhm-Str. 50 89567 Sontheim Deutschland,www.roehm.biz,info@roehm.biz,+497325160,+49732516492,,,,,
Rohmann GmbH,Frankenthal (Pfalz),Carl-Benz-Str. 23 67227 Frankenthal (Pfalz) Deutschland,www.rohmann.de,info@rohmann.de,+49623337890,+496233378977,,,,,
Rollomatic S.A.,Le Landeron,Z.I. Les Prés Bugnons 2525 Le Landeron Schweiz,www.rollomaticsa.com,info@rollomatic.ch,+41327521700,+41327521717,,,,,
ROLLON GmbH,Düsseldorf,Bonner Str. 317-319 40589 Düsseldorf Deutschland,www.rollon.com,info@rollon.de,+49211957470,,,,,,
Römheld GmbH Friedrichshütte,Laubach,Römheldstr. 1-5 35321 Laubach Deutschland,www.roemheld.de,info@roemheld.de,+496405890,+49640589211,,,,,
rommelag Kunststoff-Maschinen Vertriebsgesellschaft mbH,Waiblingen,Mayenner Str. 18 -20 71332 Waiblingen Deutschland,www.rommelag.com,mail.rd@rommelag.com,+497151958110,+49715115526,,,,,
romwell GmbH & Co. KG,Breitscheidt,Marienthaler Str. 15 57539 Breitscheidt Deutschland,www.romwell.de,vertrieb@romwell.de,+49268295290,+492682952919,,,,,
RoodMicrotec GmbH,Stuttgart,Motorstr. 49 70499 Stuttgart Deutschland,www.roodmicrotec.com,info@roodmicrotec.com,+49711867090,+497118670950,,,,,
Rösberg Engineering Ingenieurgesellschaft mbH für Automation,Karlsruhe,Industriestr. 9 76189 Karlsruhe Deutschland,www.roesberg.com,info.ka@roesberg.com,+49721950180,+49721503266,,,,,
Rösler Oberflächentechnik GmbH,Untermerzbach,Vorstadt 1 96190 Untermerzbach Deutschland,www.de.rosler.com/de-de,info@rosler.com,+4995339240,+499533924300,,,,,
Ross Europa GmbH,Langen,Robert-Bosch-Str. 2 63225 Langen Deutschland,www.rosseuropa.com,info@rosseuropa.com,+49610375970,+49610374694,,,,,
Rosswag GmbH,Pfinztal,August-Roßwag-Str. 1 76327 Pfinztal Deutschland,www.edelstahl-rosswag.de,info@edelstahl-rosswag.de,+49724094100,+497240941080,,,,,
rotec technology GmbH,Rastatt,Gutenbergstr. 15 76437 Rastatt Deutschland,www.rotec.de,info@rotec.de,+49722210080,+497222100810,,,,,
ROTEK GmbH & Co. KG,Bremerhaven,Coloradostr. 11-13 27580 Bremerhaven Deutschland,www.rotek-motoren.de,info@rotek-motoren.de,+49471984090,+494719840929,,,,,
Roth Hydraulics GmbH,Biedenkopf,Lahnstr. 34 35216 Biedenkopf Deutschland,www.roth-hydraulics.de,info@roth-hydraulics.de,+4964619330,+496461933161,,,,,
Roth Werke GmbH,Dautphetal,Am Seerain 2 35232 Dautphetal Deutschland,www.roth-werke.de,service@roth-werke.de,+4964669220,+496466922100,,,,,
Rothenpieler Zerspanungs-Centrum GmbH,Wilnsdorf,Bochumer Str. 19 57234 Wilnsdorf Deutschland,www.rothenpieler-gruppe.de,zerspanung@rothenpieler-gruppe.de,+4927398720,+49273987220,,,,,
rotronic ag,Bassersdorf,Grindelstr. 6 8303 Bassersdorf Schweiz,www.rotronic.ch,info@rotronic.com,+4118381111,+4118364424,,,,,
CircuitByte GmbH,Darmstadt,Rheinstr. 40 - 42 64283 Darmstadt Deutschland,www.routersolutions.de,info@routersolutions.de,+496151599070,+4961515990715,,,,,
RS Components GmbH,Frankfurt,Mainzer Landstr. 180 60327 Frankfurt Deutschland,www.de.rs-online.com,rs-gmbh@rsonline.de,+4969580014234,,,,,,
Rubitec AG,Bennwil,Hauptstr 8 4431 Bennwil Schweiz,www.rubitec.ch,info@rubitec.ch,+41619569191,+41619569190,,,,,
Rubröder GmbH Factory Automation,Bendorf,Theodor-Neizert-Str. 1 56170 Bendorf Deutschland,www.rubroeder.de,info@rubroeder.de,+492622943730,+492622943750,,,,,
RUDERER KLEBETECHNIK GmbH,Zorneding,Harthauser Str. 2 85604 Zorneding Deutschland,www.ruderer.de,info@ruderer.de,+49810624210,+49810629896,,,,,
Rudolf Geiger Maschinenbau GmbH,Ebermannstadt,Milchgrube 2 91320 Ebermannstadt Deutschland,www.geiger-gmbh.de,info@geiger-gmbh.de,+49919473770,+499194737750,,,,,
Rudolf Koose,Dortmund,Feldmark 3 44267 Dortmund Deutschland,,r-koose@t-online.de,+49230489652,+49230489679,,,,,
Ruhr Universität Bochum,Bochum,44780 Bochum Deutschland,www.ruhr-uni-bochum.de,wiwi-dekanant@ruhr-uni-bochum.de,+4923432201,+492343214201,,,,,
Ruhrgetriebe KG H. Pferdmenges,Mülheim,Am Förderturm 29 45472 Mülheim Deutschland,www.ruhrgetriebe.de,info@ruhrgetriebe.de,+49208780680,+49208498000,,,,,
Ruland Engineering & Consulting GmbH,Neustadt,Im Altenschemel 55 67435 Neustadt Deutschland,www.rulandec.com,info@rulandec.de,+4963273820,+496327382499,,,,,
RULMECA Germany GmbH,Aschersleben,Wilslebener Chaussee 12/14 06449 Aschersleben Deutschland,www.rulmeca.com,de@rulmeca.com,+4934739560,+493473956210,,,,,
Rundfunk GmbH & Co.KG Gernrode,Quedlinburg,Quedlinburger Str. 17 06485 Quedlinburg Deutschland,www.rundfunk-gernrode.de,info@rundfunk-gernrode.de,+493948558016,+493948558025,,,,,
Rutronik Elektronische Bauelemente GmbH,Ispringen,Industriestr. 2 75228 Ispringen Deutschland,www.rutronik.com,rutronik@rutronik.com,+4972318010,+49723180182282,,,,,
S & Ü Hydraulik- und Maschinenbau GmbH,Marienmünster,Löwendorf 1 37696 Marienmünster Deutschland,www.s-und-ue.de,scherer@s-und-ue.de,+4952771512,,,,,,
S.I.M.E.O.N. Medical GmbH & Co. KG,Tuttlingen,In Grubenäcker 18 78532 Tuttlingen Deutschland,www.simeonmedical.com,info@simeonmedical.com,+4974619661560,+49746190068900,,,,,
S&D Software nach Maß GmbH,Dillingen,Odilienplatz 10 66763 Dillingen Deutschland,www.br.s-und-d.de/,kontakt@s-und-d.de,+496831769850,+4968317698529,,,,,
S+B Maschinenhandelsges.mbH,Karlsbad,Becker-Göring-Str. 1 /1 76307 Karlsbad Deutschland,www.sb-maschinen.de,info@sb-maschinen.de,+49724891720,+497248917272,,,,,
S+B TECHNOLOGIE Schätzle GmbH,Hösbach,Tannenweg 8 63768 Hösbach Deutschland,www.sb-technologie.de,info@sb-technologie.de,+4960246400,+496024640111,,,,,
SAB Bröckskes GmbH & Co. KG,Viersen,Grefrather Str. 204-212 b 41749 Viersen Deutschland,www.sab-kabel.de,info@sab-broeckskes.de,+4921628980,+492162898101,550,1947,,,
SÄBU Morsbach GmbH,Morsbach,Zum Systembau 1 51597 Morsbach Deutschland,www.saebu.de,info@saebu.de,+4922946940,+49229469438,230,1924,,,
SAEILO Deutschland GmbH Werkzeugmaschinen,Wetzlar,Hauptstr. 68 35585 Wetzlar Deutschland,www.saeilo.de,info@saeilo.de,+49644692470,+496446924733,,,,,
Sage GmbH,Frankfurt am Main,Franklinstr. 61-63 60486 Frankfurt am Main Deutschland,www.sage.de,info@sage.de,+4969500070,+4969500077208,,,,,
Sager + Mack GmbH,Ilshofen,Max-Eyth-Str. 13/17 74532 Ilshofen Deutschland,www.sager-mack.de,info@sager-mack.com,+49790497150,+497904971530,,,,,
SAINT-GOBAIN Abrasives GmbH,Wesseling,Birkenstr. 45-49 50389 Wesseling Deutschland,www.saint-gobain-abrasives.com,sga-de-di@saint-gobain.com,+4922367030,+492236703388,,,,,
Saki Europe GmbH Czech (Prague) Office,Orech,Severni 334 252 25 Orech Tschechische Republik,www.sakicorp.com/en/,,+420311363736,+420311363737,,,,,
salesforce.com Germany GmbH,München,Erika-Mann-Str. 31-37 80636 München Deutschland,www.salesforce.com/de,info-de@salesforce.com,+498001822338,,,,,,
Samaplast AG Kunststoffwerk,ST MARGARETHEN,Neugrütstr. 3 9430 ST MARGARETHEN Schweiz,www.samaplast.ch,info@samaplast.ch,+41717472727,+41717472710,,,,,
Samputensili Cutting Tools S.r.l.,Bentivoglio,Via Saliceto 15 40010 Bentivoglio Italien,www.samputensili.it,info@sampspa.com,+39516319411,+3951370860,,,,,
SAMSON AG Mess- und Regeltechnik,Frankfurt,Weismüllerstr. 3 60314 Frankfurt Deutschland,www.samsongroup.de,samson@samsongroup.com,+496940090,+496940091507,4400,1907,631000000,€,
Samsys GmbH,Alzey,Obere Schanzenstr. 1-7 55232 Alzey Deutschland,www.samsys.eu,contact@samsys.eu,+4967319989950,+49673145336,,,,,
Sandvik AB Coromant Region Europe,Sandviken,65-KCS Conexus 811 81 Sandviken Schweden,www.sandvik.com,info.coromant@sandvik.com,+4626260000,+4626266290,,,,,
SANDVIK TOOLING DEUTSCHLAND GMBH Geschäftsbereich Coromant,Düsseldorf,Heerdter Landstr. 229 -243 40549 Düsseldorf Deutschland,www.coromant.sandvik.com/de,APCoromant_DE@sandvik.com,+4921150270,+492115027500,,,,,
